Business,Entertainment,Politics,Sport,Tech,Healthcare,Academic,Media & News
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
4.5,3.0,2.0,3.5,0.0,2.0,0.0,0.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
0.0,0.0,4.6,0.0,0.0,2.5,0.0,4.0
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
3.0,2.5,0.0,0.0,0.0,4.5,2.0,4.333333333333333
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,0.0,4.5,0.0,0.0,0.0,2.5,2.5
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
0.0,5.0,2.75,4.5,4.2,0.0,4.142857142857143,3.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
2.25,4.5,0.0,0.0,3.0,4.5,0.0,0.0
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.75,0.0,2.5,3.25,0.0,2.0,4.333333333333333
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
0.0,4.5,0.0,4.444444444444445,2.5,3.5,4.5,2.0
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.0,3.5,4.0,2.0,3.5,3.0,0.0,4.214285714285714
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
4.083333333333333,0.0,0.0,4.25,3.0,0.0,2.0,0.0
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
0.0,0.0,0.0,4.5,4.5,4.375,5.0,2.75
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
2.5,0.0,4.5,0.0,2.0,4.5,2.0,0.0
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
0.0,4.0,4.0,3.0,4.6,2.5,0.0,2.5
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
3.0,5.0,2.5,0.0,4.125,4.666666666666667,2.0,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
0.0,4.25,3.9,4.5,0.0,5.0,2.75,0.0
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
2.5,0.0,0.0,2.0,4.5,0.0,0.0,2.5
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
3.25,4.5,0.0,4.333333333333333,5.0,4.5,4.5,3.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
2.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
3.0,0.0,4.5,4.0,3.5,0.0,4.083333333333333,2.25
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.5,4.0,0.0,2.5,2.0,0.0,0.0,4.333333333333333
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
2.0,0.0,0.0,4.3,2.0,0.0,3.0,0.0
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
4.0,0.0,2.5,3.0,2.5,0.0,0.0,4.25
